日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/01/03,"7,751,041","201,595,267",25.40,26.40,25.35,26.35,+1.15,"3,792"
106/01/04,"5,872,483","155,642,697",26.40,26.65,26.25,26.50,+0.15,"3,348"
106/01/05,"6,843,635","183,392,102",26.65,26.90,26.55,26.90,+0.40,"3,415"
106/01/06,"9,319,434","252,221,203",27.05,27.15,26.95,27.10,+0.20,"3,899"
106/01/09,"6,333,465","169,917,452",27.05,27.05,26.70,26.70,-0.40,"2,796"
106/01/10,"3,824,742","102,544,630",26.75,26.90,26.75,26.80,+0.10,"2,284"
106/01/11,"3,454,923","92,754,682",26.85,27.00,26.70,26.95,+0.15,"1,928"
106/01/12,"5,610,665","149,999,440",26.70,26.85,26.65,26.70,-0.25,"2,740"
106/01/13,"5,709,155","150,467,170",26.45,26.60,26.25,26.25,-0.45,"3,062"
106/01/16,"4,685,406","123,112,221",26.10,26.45,26.05,26.45,+0.20,"2,914"
106/01/17,"2,411,529","63,953,166",26.25,26.65,26.25,26.55,+0.10,"1,600"
106/01/18,"5,503,917","147,468,326",26.60,26.95,26.50,26.85,+0.30,"3,034"
106/01/19,"2,755,138","73,606,912",26.90,26.95,26.55,26.55,-0.30,"1,669"
106/01/20,"2,087,139","55,245,415",26.50,26.65,26.40,26.45,-0.10,"1,427"
106/01/23,"3,365,054","89,259,263",26.80,26.80,26.40,26.45, 0.00,"1,722"
106/01/24,"8,719,255","234,702,385",26.50,27.15,26.50,27.00,+0.55,"4,190"
106/02/02,"7,399,923","202,212,095",27.15,27.45,27.10,27.30,+0.30,"3,337"
106/02/03,"5,619,101","154,157,902",27.30,27.60,27.20,27.40,+0.10,"2,888"
106/02/06,"15,203,000","426,856,350",27.40,28.45,27.40,28.15,+0.75,"5,865"
106/02/07,"24,961,724","714,642,211",28.20,28.90,28.15,28.75,+0.60,"7,896"
106/02/08,"10,802,904","310,403,349",28.75,28.95,28.25,28.70,-0.05,"3,938"
106/02/09,"10,973,472","317,181,574",28.70,29.00,28.70,28.90,+0.20,"5,081"
106/02/10,"13,006,931","377,922,142",29.20,29.20,28.65,28.65,-0.25,"5,326"
106/02/13,"15,128,649","445,071,862",28.90,29.75,28.75,29.50,+0.85,"7,189"
106/02/14,"10,885,500","319,242,509",29.40,29.70,29.05,29.10,-0.40,"3,886"
106/02/15,"14,715,179","435,054,211",29.15,29.80,29.10,29.70,+0.60,"6,564"
106/02/16,"8,145,204","240,392,794",30.00,30.00,29.25,29.85,+0.15,"3,400"
106/02/17,"10,652,396","312,597,084",29.85,29.85,29.15,29.35,-0.50,"3,893"
106/02/18,"4,545,443","133,648,852",29.25,29.65,29.10,29.30,-0.05,"1,511"
106/02/20,"6,622,844","193,342,526",29.55,29.60,29.00,29.00,-0.30,"2,936"
106/02/21,"5,625,667","161,921,242",29.00,29.20,28.45,28.90,-0.10,"2,726"
106/02/22,"5,458,891","158,683,650",29.15,29.30,28.90,29.30,+0.40,"2,508"
106/02/23,"6,998,723","202,143,434",28.95,29.25,28.65,28.65,-0.65,"3,186"
106/02/24,"4,141,735","119,451,580",28.75,28.95,28.70,28.75,+0.10,"2,643"
106/03/01,"5,135,813","146,682,504",28.85,28.90,28.35,28.70,-0.05,"2,345"
106/03/02,"4,458,869","126,774,634",28.95,28.95,28.25,28.30,-0.40,"2,213"
106/03/03,"16,013,751","444,620,315",28.10,28.20,27.50,27.60,-0.70,"5,335"
106/03/06,"11,817,294","327,679,829",28.00,28.05,27.50,27.65,+0.05,"4,770"
106/03/07,"9,430,664","260,421,504",27.60,27.80,27.45,27.55,-0.10,"4,189"
106/03/08,"10,493,040","291,825,228",27.60,28.20,27.35,28.05,+0.50,"3,945"
106/03/09,"10,586,359","292,459,802",28.00,28.00,27.50,27.60,-0.45,"4,593"
106/03/10,"7,905,314","216,024,270",27.60,27.60,27.15,27.25,-0.35,"3,915"
106/03/13,"6,249,425","173,174,543",27.40,27.85,27.30,27.70,+0.45,"3,250"
106/03/14,"8,149,870","225,967,909",27.70,27.90,27.55,27.65,-0.05,"3,789"
106/03/15,"6,388,815","177,417,767",27.75,27.90,27.65,27.75,+0.10,"2,933"
106/03/16,"20,271,620","566,097,889",27.90,28.30,27.70,27.70,-0.05,"4,328"
106/03/17,"15,824,441","434,022,924",27.70,27.70,27.30,27.40,-0.30,"7,577"
106/03/20,"4,846,692","133,227,572",27.40,27.60,27.35,27.50,+0.10,"2,123"
106/03/21,"8,313,065","227,992,032",27.45,27.60,27.30,27.40,-0.10,"4,173"
106/03/22,"7,022,850","191,077,859",27.25,27.50,26.85,27.35,-0.05,"3,306"
106/03/23,"9,228,580","252,830,686",27.35,27.60,27.30,27.40,+0.05,"4,076"
106/03/24,"5,608,884","154,907,452",27.50,27.70,27.40,27.70,+0.30,"2,210"
106/03/27,"3,834,498","105,960,250",27.80,27.85,27.50,27.50,-0.20,"1,912"
106/03/28,"6,043,852","167,176,021",27.55,27.95,27.45,27.70,+0.20,"2,421"
106/03/29,"6,968,616","194,043,687",27.80,27.95,27.70,27.95,+0.25,"3,556"
106/03/30,"5,835,639","163,165,715",28.00,28.10,27.80,28.10,+0.15,"2,625"
106/03/31,"3,416,422","95,636,533",28.10,28.10,27.90,28.00,-0.10,"1,626"
106/04/05,"5,051,008","141,026,876",28.00,28.10,27.80,27.90,-0.10,"2,276"
106/04/06,"2,882,875","80,263,585",27.90,28.05,27.70,27.95,+0.05,"1,317"
106/04/07,"3,231,404","89,614,500",27.90,27.90,27.60,27.65,-0.30,"1,523"
106/04/10,"4,197,720","116,019,159",27.75,27.80,27.45,27.55,-0.10,"1,493"
106/04/11,"4,474,001","122,871,260",27.55,27.75,27.30,27.45,-0.10,"1,982"
106/04/12,"6,357,247","172,271,683",27.25,27.35,27.00,27.10,-0.35,"2,924"
106/04/13,"1,906,014","51,517,467",26.85,27.15,26.85,27.05,-0.05,920
106/04/14,"4,983,430","133,420,305",27.00,27.15,26.50,26.80,-0.25,"2,240"
106/04/17,"5,138,125","135,483,887",26.75,26.85,26.20,26.35,-0.45,"2,045"
106/04/18,"5,526,271","146,831,177",26.60,26.90,26.40,26.90,+0.55,"2,122"
106/04/19,"4,676,047","126,194,139",26.75,27.20,26.70,26.95,+0.05,"1,902"
106/04/20,"5,827,082","158,672,252",26.90,27.55,26.90,27.10,+0.15,"2,995"
106/04/21,"5,355,130","146,801,753",27.40,27.55,27.20,27.45,+0.35,"3,638"
106/04/24,"6,028,609","162,697,939",27.30,27.40,26.80,26.85,-0.60,"2,752"
106/04/25,"6,462,483","174,195,234",26.80,27.20,26.70,27.20,+0.35,"2,854"
106/04/26,"23,102,133","626,248,285",27.00,27.20,26.90,27.15,-0.05,"1,838"
106/04/27,"4,412,678","120,084,081",27.10,27.35,27.10,27.25,+0.10,"1,655"
106/04/28,"1,781,207","48,488,075",27.15,27.35,27.10,27.25, 0.00,631
106/05/02,"41,659,260","1,194,469,528",28.40,29.00,28.10,28.75,+1.50,"12,752"
106/05/03,"17,424,260","505,310,810",29.30,29.40,28.70,28.80,+0.05,"6,119"
106/05/04,"13,268,982","378,380,874",29.00,29.00,28.30,28.65,-0.15,"4,623"
106/05/05,"19,353,767","562,215,280",28.80,29.25,28.65,29.20,+0.55,"6,438"
106/05/08,"38,468,593","1,136,676,453",29.75,29.90,29.20,29.60,+0.40,"11,115"
106/05/09,"16,180,244","476,858,863",29.60,29.75,29.30,29.50,-0.10,"6,437"
106/05/10,"15,040,172","446,743,474",29.65,29.80,29.60,29.75,+0.25,"5,711"
106/05/11,"19,791,248","593,215,808",29.90,30.25,29.60,29.60,-0.15,"7,082"
106/05/12,"8,681,989","255,422,818",29.55,29.70,29.30,29.30,-0.30,"4,215"
106/05/15,"6,272,480","183,308,159",29.30,29.45,29.05,29.25,-0.05,"2,352"
106/05/16,"6,817,084","201,905,119",29.35,29.90,29.30,29.55,+0.30,"2,617"
106/05/17,"4,592,130","134,691,648",29.70,29.75,29.20,29.25,-0.30,"1,822"
106/05/18,"3,887,172","113,131,458",28.90,29.25,28.80,29.15,-0.10,"1,932"
106/05/19,"4,165,119","122,634,272",29.05,29.65,29.05,29.25,+0.10,"2,106"
106/05/22,"2,726,925","79,936,162",29.40,29.50,29.20,29.20,-0.05,"1,642"
106/05/23,"4,414,523","130,134,372",29.30,29.65,29.30,29.45,+0.25,"1,950"
106/05/24,"5,936,249","176,031,043",29.65,29.75,29.55,29.60,+0.15,"2,291"
106/05/25,"7,005,782","205,978,817",29.65,29.80,29.25,29.30,-0.30,"2,552"
106/05/26,"9,764,203","288,020,730",29.30,29.70,29.30,29.65,+0.35,"3,588"
106/05/31,"6,518,531","192,318,649",29.50,29.70,29.35,29.40,-0.25,"2,490"
106/06/01,"5,485,135","161,611,505",29.40,29.70,29.30,29.40, 0.00,"2,413"
106/06/02,"8,463,563","250,560,832",29.40,29.75,29.35,29.70,+0.30,"3,470"
106/06/03,"4,290,461","126,298,869",29.70,29.75,29.30,29.55,-0.15,"1,715"
106/06/05,"19,501,411","583,960,432",29.55,30.25,29.35,30.20,+0.65,"5,828"
106/06/06,"20,940,528","641,011,440",30.40,30.90,30.10,30.10,-0.10,"6,659"
106/06/07,"8,270,933","247,768,596",30.35,30.40,29.70,29.80,-0.30,"3,665"
106/06/08,"5,294,522","158,287,750",29.80,30.15,29.65,29.90,+0.10,"1,941"
106/06/09,"6,748,667","202,223,919",30.05,30.25,29.75,29.90, 0.00,"1,791"
106/06/12,"4,492,685","133,709,624",29.70,29.95,29.50,29.75,-0.15,"2,058"
106/06/13,"6,060,508","179,624,057",29.85,29.95,29.45,29.70,-0.05,"3,217"
106/06/14,"8,102,069","238,625,833",29.80,29.80,29.25,29.55,-0.15,"3,523"
106/06/15,"3,637,426","107,351,533",29.55,29.75,29.30,29.70,+0.15,"2,250"
106/06/16,"15,640,802","475,086,690",29.70,30.75,29.55,30.65,+0.95,"6,776"
106/06/19,"16,294,558","507,700,498",30.90,31.60,30.80,31.15,+0.50,"6,455"
106/06/20,"11,568,756","362,226,507",31.25,31.55,31.05,31.40,+0.25,"4,676"
106/06/21,"11,238,381","354,509,732",31.30,31.80,31.20,31.80,+0.40,"6,065"
106/06/22,"11,875,896","378,832,831",31.90,32.10,31.65,31.75,-0.05,"4,551"
106/06/23,"7,030,694","223,431,171",31.70,32.00,31.65,31.70,-0.05,"4,045"
106/06/26,"9,121,655","290,636,590",31.70,32.00,31.60,31.95,+0.25,"3,823"
106/06/27,"14,204,099","457,151,708",32.00,32.40,31.90,32.25,+0.30,"5,322"
106/06/28,"7,551,320","238,263,744",32.25,32.25,31.25,31.30,-0.95,"3,289"
106/06/29,"6,909,264","217,554,126",31.35,31.75,31.25,31.35,+0.05,"3,319"
106/06/30,"4,927,207","152,921,522",31.15,31.20,30.80,31.15,-0.20,"2,111"
106/07/03,"8,038,494","248,568,664",31.15,31.25,30.70,31.00,-0.15,"2,833"
106/07/04,"7,210,229","209,202,041",29.20,29.20,28.80,28.80,X0.00,"3,219"
106/07/05,"5,891,227","167,907,383",28.65,28.85,28.30,28.60,-0.20,"3,177"
106/07/06,"8,096,895","233,897,398",28.55,29.05,28.55,29.05,+0.45,"3,806"
106/07/07,"6,856,912","196,422,544",28.90,28.95,28.55,28.75,-0.30,"2,033"
106/07/10,"5,211,616","149,924,612",28.75,29.00,28.45,29.00,+0.25,"2,111"
106/07/11,"7,741,738","226,671,191",29.10,29.50,29.00,29.30,+0.30,"2,207"
106/07/12,"5,709,718","168,308,885",29.20,29.75,29.05,29.60,+0.30,"2,073"
106/07/13,"4,290,636","126,604,570",29.80,29.80,29.40,29.45,-0.15,"1,386"
106/07/14,"3,064,752","90,338,216",29.45,29.60,29.40,29.50,+0.05,"1,484"
106/07/17,"2,652,446","78,248,009",29.55,29.60,29.45,29.45,-0.05,"1,497"
106/07/18,"3,068,484","90,119,022",29.45,29.50,29.25,29.40,-0.05,"1,039"
106/07/19,"13,912,889","403,689,520",29.85,30.00,29.40,29.50,+0.10,"3,247"
106/07/20,"5,240,106","155,305,222",29.60,29.90,29.45,29.55,+0.05,"2,110"
106/07/21,"2,936,395","86,791,764",29.50,29.65,29.40,29.60,+0.05,"1,491"
106/07/24,"2,809,071","82,899,291",29.60,29.65,29.45,29.55,-0.05,"1,259"
106/07/25,"4,536,592","134,197,478",29.60,29.80,29.45,29.50,-0.05,"1,899"
106/07/26,"11,379,009","340,909,856",29.50,30.25,29.50,30.15,+0.65,"3,996"
106/07/27,"9,475,704","287,960,598",30.40,30.75,30.05,30.40,+0.25,"3,572"
106/07/28,"6,284,162","188,044,165",30.30,30.30,29.70,29.85,-0.55,"2,347"
106/07/31,"2,631,513","79,009,690",29.85,30.20,29.65,30.10,+0.25,"1,408"
106/08/01,"3,942,743","117,179,123",30.10,30.10,29.50,29.85,-0.25,"2,015"
106/08/02,"5,635,127","166,003,820",29.85,29.90,29.25,29.35,-0.50,"2,076"
106/08/03,"4,977,690","148,224,169",29.40,30.00,29.35,29.90,+0.55,"2,092"
106/08/04,"9,825,856","297,351,552",29.90,30.60,29.55,30.50,+0.60,"3,354"
106/08/07,"7,743,850","235,137,308",30.70,30.75,30.05,30.35,-0.15,"3,241"
106/08/08,"6,378,643","194,834,264",30.65,30.70,30.35,30.60,+0.25,"2,915"
106/08/09,"5,975,963","181,571,822",30.70,30.75,30.10,30.40,-0.20,"2,561"
106/08/10,"8,229,572","245,600,604",30.50,30.50,29.55,29.80,-0.60,"3,001"
106/08/11,"4,028,758","118,855,764",29.25,29.90,29.25,29.45,-0.35,"1,863"
106/08/14,"3,820,275","111,384,654",29.60,29.60,28.90,29.00,-0.45,"1,548"
106/08/15,"2,934,333","85,747,330",29.30,29.55,29.00,29.40,+0.40,"1,032"
106/08/16,"1,931,270","56,686,841",29.35,29.60,29.10,29.30,-0.10,"1,088"
106/08/17,"3,224,847","91,142,033",29.30,29.60,29.20,29.50,+0.20,"1,171"
106/08/18,"3,062,898","89,234,912",29.15,29.30,29.00,29.25,-0.25,"1,513"
106/08/21,"2,914,299","84,471,729",29.00,29.20,28.85,29.15,-0.10,"1,212"
106/08/22,"3,470,974","102,283,484",29.00,29.65,29.00,29.40,+0.25,"1,534"
106/08/23,"5,699,218","167,000,910",29.65,29.65,29.15,29.25,-0.15,"2,232"
106/08/24,"2,923,732","85,766,037",29.25,29.60,29.10,29.40,+0.15,"1,412"
106/08/25,"4,065,264","119,421,011",29.40,29.60,29.25,29.35,-0.05,"1,341"
106/08/28,"3,958,513","116,400,226",29.45,29.55,29.25,29.45,+0.10,"1,778"
106/08/29,"3,249,571","95,182,559",29.45,29.50,29.10,29.10,-0.35,"1,789"
106/08/30,"3,479,060","101,135,890",29.20,29.30,29.00,29.00,-0.10,"1,959"
106/08/31,"3,745,951","108,725,262",29.15,29.40,28.85,29.25,+0.25,"1,552"
106/09/01,"2,001,102","58,097,539",29.30,29.30,28.95,28.95,-0.30,996
106/09/04,"1,546,301","45,008,452",29.05,29.30,28.95,29.15,+0.20,798
106/09/05,"4,390,854","128,288,878",29.15,29.35,29.00,29.35,+0.20,"1,428"
106/09/06,"7,948,535","233,585,664",29.45,29.55,29.20,29.20,-0.15,"2,672"
106/09/07,"2,433,048","71,280,735",29.50,29.50,29.20,29.20, 0.00,"1,280"
106/09/08,"11,417,138","339,135,314",29.40,30.10,29.05,30.05,+0.85,"4,380"
106/09/11,"5,642,406","168,467,175",30.20,30.40,29.65,29.65,-0.40,"3,355"
106/09/12,"3,866,571","115,115,254",29.70,29.95,29.60,29.95,+0.30,"1,728"
106/09/13,"12,785,635","390,077,639",30.20,30.95,29.90,30.70,+0.75,"5,054"
106/09/14,"11,568,416","359,812,875",31.00,31.45,30.65,31.15,+0.45,"5,059"
106/09/15,"6,750,870","208,437,356",31.15,31.15,30.40,31.00,-0.15,"1,816"
106/09/18,"12,689,979","402,296,266",31.10,32.20,31.10,31.75,+0.75,"3,891"
106/09/19,"10,785,937","336,266,757",31.90,32.10,30.50,30.65,-1.10,"4,289"
106/09/20,"8,513,624","262,733,866",30.85,31.25,30.40,31.10,+0.45,"3,411"
106/09/21,"6,171,811","190,677,297",31.00,31.05,30.70,31.00,-0.10,"3,257"
106/09/22,"5,655,399","172,635,749",31.05,31.15,30.30,30.35,-0.65,"2,340"
106/09/25,"4,564,242","137,972,310",30.50,30.65,29.90,30.20,-0.15,"2,352"
106/09/26,"7,665,050","228,079,166",30.20,30.30,29.35,29.35,-0.85,"3,720"
106/09/27,"4,425,147","133,094,817",29.55,30.55,29.55,30.20,+0.85,"2,360"
106/09/28,"3,685,153","109,653,322",30.50,30.50,29.45,29.60,-0.60,"1,876"
106/09/29,"4,509,549","132,588,847",29.60,29.75,29.00,29.75,+0.15,"1,990"
106/09/30,"1,549,208","46,110,281",29.80,30.05,29.55,29.75, 0.00,"1,055"
106/10/02,"5,912,297","179,496,552",29.90,30.65,29.75,30.55,+0.80,"2,006"
106/10/03,"11,017,557","339,340,429",30.55,31.20,30.50,31.00,+0.45,"4,031"
106/10/05,"4,601,115","142,549,094",31.10,31.15,30.85,30.90,-0.10,"2,105"
106/10/06,"8,193,865","254,417,215",31.00,31.25,30.60,31.15,+0.25,"2,718"
106/10/11,"5,047,343","156,660,852",31.30,31.50,30.60,30.70,-0.45,"2,694"
106/10/12,"3,387,080","104,809,162",31.00,31.15,30.75,31.00,+0.30,"1,586"
106/10/13,"12,371,808","393,968,686",31.10,32.55,31.00,31.90,+0.90,"5,188"
106/10/16,"4,561,087","145,190,502",32.10,32.20,31.65,31.85,-0.05,"2,377"
106/10/17,"3,623,577","115,124,196",31.95,32.00,31.65,31.65,-0.20,"1,532"
106/10/18,"4,842,215","153,810,389",32.00,32.30,31.40,31.50,-0.15,"2,119"
106/10/19,"5,263,387","168,119,085",31.60,32.20,31.60,31.80,+0.30,"3,091"
106/10/20,"12,636,533","408,149,773",31.85,32.50,31.75,32.50,+0.70,"3,134"
106/10/23,"15,554,534","514,837,640",33.20,33.55,32.50,32.55,+0.05,"5,981"
106/10/24,"5,697,104","187,356,933",32.65,33.25,32.55,32.90,+0.35,"2,826"
106/10/25,"10,614,182","353,973,006",33.15,33.85,32.80,33.60,+0.70,"4,216"
106/10/26,"9,253,699","302,159,187",33.45,33.45,32.35,32.40,-1.20,"4,692"
106/10/27,"8,631,500","274,325,744",32.45,32.45,31.10,31.60,-0.80,"4,139"
106/10/30,"4,056,013","128,398,952",31.85,32.05,31.35,31.70,+0.10,"1,752"
106/10/31,"5,951,060","191,043,003",31.75,32.60,31.55,31.95,+0.25,"2,524"
106/11/01,"4,949,568","158,928,426",32.20,32.35,31.95,32.10,+0.15,"2,360"
106/11/02,"4,994,462","160,530,633",32.30,32.55,31.65,31.75,-0.35,"2,221"
106/11/03,"3,373,624","107,162,266",32.05,32.05,31.60,31.75, 0.00,"1,298"
106/11/06,"6,356,103","198,814,686",31.80,31.85,31.00,31.05,-0.70,"2,924"
106/11/07,"11,565,633","351,699,514",30.80,30.80,30.15,30.60,-0.45,"5,899"
106/11/08,"6,389,639","196,344,328",30.35,31.20,30.30,31.20,+0.60,"3,198"
106/11/09,"4,640,799","143,113,566",31.25,31.35,30.50,30.50,-0.70,"2,474"
106/11/10,"4,446,160","134,005,881",30.35,30.40,30.00,30.25,-0.25,"2,339"
106/11/13,"2,370,928","71,581,190",30.15,30.60,30.00,30.10,-0.15,"1,193"
106/11/14,"2,620,785","79,228,119",30.15,30.60,30.05,30.10, 0.00,"1,295"
106/11/15,"3,749,436","114,555,081",30.15,30.80,30.15,30.75,+0.65,"2,119"
106/11/16,"2,885,581","87,833,870",30.50,30.60,30.25,30.60,-0.15,"1,369"
106/11/17,"5,226,773","161,234,895",30.90,31.10,30.60,30.60, 0.00,"2,356"
106/11/20,"8,570,706","268,988,421",31.00,31.85,30.75,31.75,+1.15,"3,303"
106/11/21,"13,412,908","432,551,574",32.00,32.60,31.85,32.25,+0.50,"5,134"
106/11/22,"5,079,958","163,731,034",32.60,32.60,31.95,32.40,+0.15,"2,598"
106/11/23,"2,482,705","80,029,989",32.40,32.50,32.05,32.30,-0.10,"1,151"
106/11/24,"5,722,576","183,336,529",32.45,32.45,31.90,31.95,-0.35,"1,331"
106/11/27,"4,028,139","126,645,090",32.30,32.30,30.95,31.40,-0.55,"2,220"
106/11/28,"3,607,569","112,625,758",31.65,31.65,31.00,31.05,-0.35,"1,905"
106/11/29,"4,590,690","142,654,554",31.25,31.25,31.00,31.25,+0.20,"1,471"
106/11/30,"2,648,565","82,195,915",30.85,31.25,30.85,31.10,-0.15,"1,091"
106/12/01,"4,932,336","153,421,725",31.35,31.55,30.65,31.00,-0.10,"2,531"
106/12/04,"1,314,500","40,752,043",31.10,31.20,30.60,31.00, 0.00,578
106/12/05,"3,968,515","120,461,274",30.60,30.70,29.50,30.50,-0.50,"2,027"
106/12/06,"7,444,954","221,111,340",30.10,30.35,29.40,29.40,-1.10,"2,828"
106/12/07,"9,962,290","284,422,329",29.35,29.35,28.25,28.25,-1.15,"4,118"
106/12/08,"3,775,405","107,490,866",28.35,28.80,28.15,28.45,+0.20,"2,001"
106/12/11,"3,123,533","90,720,507",28.55,29.45,28.50,29.25,+0.80,"1,559"
106/12/12,"1,786,208","51,988,336",29.30,29.30,28.90,29.05,-0.20,795
106/12/13,"1,749,290","50,820,548",29.15,29.25,28.85,29.20,+0.15,709
106/12/14,"2,178,208","64,224,139",29.35,29.90,29.15,29.65,+0.45,"1,071"
106/12/15,"7,269,058","209,988,879",29.65,29.70,28.45,29.10,-0.55,"4,068"
106/12/18,"3,075,108","88,773,282",28.50,29.30,28.50,29.05,-0.05,"1,666"
106/12/19,"1,962,178","56,607,009",29.05,29.20,28.70,28.75,-0.30,"1,601"
106/12/20,"6,460,670","192,460,944",28.70,30.25,28.70,29.60,+0.85,"2,560"
106/12/21,"1,799,658","53,266,436",29.50,29.75,29.45,29.70,+0.10,992
106/12/22,"1,119,545","32,836,712",29.80,29.80,29.15,29.30,-0.40,679
106/12/25,"578,168","16,875,326",29.30,29.40,29.00,29.10,-0.20,327
106/12/26,"1,791,732","52,619,716",29.30,29.65,29.05,29.45,+0.35,"1,111"
106/12/27,"1,175,369","34,714,602",29.45,29.70,29.30,29.40,-0.05,932
106/12/28,"1,097,236","32,181,749",29.40,29.50,29.20,29.25,-0.15,661
106/12/29,"5,083,172","152,254,334",29.35,30.40,29.35,30.25,+1.00,"2,306"
107/01/02,"6,155,527","186,931,969",30.05,31.10,29.80,30.95,+0.70,"2,457"
107/01/03,"6,577,089","200,593,988",31.05,31.15,30.20,30.45,-0.50,"3,385"
107/01/04,"4,770,033","145,054,900",30.45,30.95,30.00,30.85,+0.40,"2,504"
107/01/05,"2,982,883","90,463,645",30.80,30.90,30.15,30.30,-0.55,"1,356"
107/01/08,"2,768,307","83,344,187",30.20,30.30,30.00,30.10,-0.20,"1,643"
107/01/09,"3,857,303","117,296,436",30.20,30.75,30.20,30.50,+0.40,"1,843"
107/01/10,"2,259,881","68,718,779",30.55,30.65,30.05,30.50, 0.00,"1,164"
107/01/11,"4,485,650","137,027,215",30.30,30.65,30.25,30.65,+0.15,"1,333"
107/01/12,"2,246,580","68,869,938",30.55,30.75,30.50,30.65, 0.00,"1,304"
107/01/15,"5,800,320","180,097,908",30.65,31.40,30.65,31.00,+0.35,"2,240"
107/01/16,"3,694,634","115,479,331",31.20,31.50,30.90,31.50,+0.50,"1,856"
107/01/17,"1,687,558","53,073,313",31.50,31.60,31.30,31.50, 0.00,"1,169"
107/01/18,"3,586,299","113,127,312",31.55,31.85,31.25,31.50, 0.00,"1,470"
107/01/19,"3,222,447","101,683,099",31.60,31.80,31.35,31.35,-0.15,"1,632"
107/01/22,"5,600,051","178,347,998",31.40,32.10,31.40,31.75,+0.40,"2,556"
107/01/23,"3,192,343","100,006,057",31.75,31.95,31.00,31.30,-0.45,"1,562"
107/01/24,"5,817,010","179,371,400",31.35,31.35,30.60,31.00,-0.30,"2,729"
107/01/25,"6,400,766","195,986,154",30.75,30.95,30.40,30.45,-0.55,"2,402"
107/01/26,"4,834,795","144,928,400",30.45,30.45,29.65,29.95,-0.50,"2,219"
107/01/29,"2,924,006","88,193,730",30.10,30.45,30.00,30.10,+0.15,"1,614"
107/01/30,"1,332,637","40,106,719",30.00,30.25,30.00,30.15,+0.05,687
107/01/31,"3,942,645","118,226,813",29.95,30.15,29.75,30.15, 0.00,"2,272"
107/02/01,"1,765,763","53,347,745",30.15,30.35,30.10,30.30,+0.15,820
107/02/02,"1,433,270","43,304,850",30.30,30.35,30.00,30.20,-0.10,"1,100"
107/02/05,"4,807,674","144,976,301",29.55,30.90,29.50,30.90,+0.70,"1,316"
107/02/06,"8,395,353","253,202,753",30.45,30.70,29.70,30.45,-0.45,"3,561"
107/02/07,"4,333,513","131,931,781",31.00,31.15,29.95,30.00,-0.45,"2,243"
107/02/08,"1,691,464","50,868,120",30.00,30.35,29.80,30.05,+0.05,"1,011"
107/02/09,"3,813,178","112,963,390",29.40,30.35,28.55,30.00,-0.05,"1,771"
107/02/12,"1,777,624","53,169,452",30.05,30.25,29.55,29.90,-0.10,887
107/02/21,"5,829,829","179,315,936",30.50,31.15,30.20,30.95,+1.05,"2,668"
107/02/22,"2,329,056","71,226,895",30.55,30.75,30.40,30.40,-0.55,"1,193"
107/02/23,"2,400,443","73,095,461",30.60,30.70,30.35,30.40, 0.00,"1,456"
107/02/26,"9,560,081","299,755,306",30.60,31.90,30.50,31.90,+1.50,"3,851"
107/02/27,"9,565,470","303,014,725",32.00,32.30,31.25,31.50,-0.40,"3,825"
107/03/01,"4,138,024","130,283,797",30.80,31.80,30.80,31.65,+0.15,"2,182"
107/03/02,"6,343,114","200,970,260",31.70,32.10,31.20,31.95,+0.30,"2,299"
107/03/05,"6,337,464","200,199,284",32.35,32.40,30.90,30.90,-1.05,"2,575"
107/03/06,"2,312,817","72,587,403",31.45,31.60,31.15,31.50,+0.60,993
107/03/07,"2,833,555","89,681,347",31.50,31.90,31.35,31.60,+0.10,"1,413"
107/03/08,"3,654,349","115,887,268",31.90,32.10,31.55,31.60, 0.00,"1,710"
107/03/09,"5,394,267","172,193,591",31.95,32.10,31.70,32.00,+0.40,"2,487"
107/03/12,"10,103,855","331,494,218",32.45,33.10,32.40,32.95,+0.95,"4,086"
107/03/13,"5,457,504","179,958,422",33.35,33.35,32.75,32.75,-0.20,"2,340"
